"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"116",-39.1551863744702,-38.5092487089393,-37.3974669641563,-36.3625231377019,-35.0562603187502,-34.5030265453064,-33.7331028275461,-32.6840995239127,-31.3966077065313,-30.4045288681463,-29.4658986387829,-28.784313952745,-28.2638766305327,-27.8339710132656,-27.6673506153065,-27.3301032102989,-27.306123903499,-27.3319416473096,-27.443827782874,-27.3171426422836,-26.9649929177604,-27.467281189845,-27.585688677671,-27.415212784933,-26.7252667940263,-25.7058391498736,-25.2045686194656,-25.6107962067893,-25.7282906506966,-25.4954927091298,-26.2172637016365,-27.0063109958893,-27.4461784049043,-27.6335900899956,-28.4643732812074,-28.8481254739471,-28.8383632765709,-29.2074249496958,-30.0362776331248,-30.5396926940148,-31.2778731529759,-31.6669474999128,-31.9406479590189,-32.4108854233223,-32.8788976936669,-33.6742645229992,-34.3545120401577,-35.2023277301087,-36.0514864577505,-36.3221647774071
"117",-39.4343751725374,-38.73278181298,-37.4868042884421,-36.3396976124126,-35.1592050281006,-34.6739161839377,-33.9331381014571,-32.8585136514514,-31.5296480171397,-30.4560662761794,-29.5934258014363,-28.9187231577745,-28.2098911338393,-27.699534518517,-27.5515318426973,-27.340483702037,-27.4053699436915,-27.4899433857858,-27.7363805798998,-27.6624629270689,-27.1938123308307,-27.6890780717923,-27.6023884020522,-27.3681655840518,-26.5256638943887,-25.4507884784533,-25.2040564186042,-25.8734650653075,-25.9216291905589,-25.6057919974281,-26.384529026491,-26.9316370915906,-27.4080062578182,-27.5299629171194,-28.4557512197635,-28.9489679216402,-29.0516817899584,-29.5484551151299,-30.1861455173217,-30.6068041543256,-31.2792484532256,-31.5666754607408,-31.7796948319707,-32.3763077068907,-32.8838150719163,-33.6087207698284,-34.363486154319,-35.2379135732001,-36.2043359712125,-36.4497750471237
"118",-39.7389348254198,-39.0286760451141,-37.7851811394693,-36.4711136440419,-35.3203778994607,-34.8450531444642,-34.1473556847893,-33.1121297210257,-31.8077483870902,-30.6490215468492,-29.82707435743,-29.1846173492315,-28.4182900478878,-27.8941905785073,-27.7590281597876,-27.6491110926298,-27.72178888994,-27.7095875168586,-27.9504841326077,-27.8028219694047,-27.4682206425693,-28.0762190317965,-27.7133096306125,-27.2571266398589,-26.2936133544126,-25.3586074992076,-25.4130878149152,-26.2506720941033,-26.1885489126606,-25.796628565484,-26.6576268836014,-27.0010442859359,-27.5033215872341,-27.54461725087,-28.4596070828248,-29.1098302820246,-29.4340150793555,-30.0627961845947,-30.440764430769,-30.8127094703617,-31.453442154879,-31.8065345636642,-32.0625734434341,-32.6715399389495,-33.2258002715911,-33.8289013861724,-34.6856149554291,-35.5344634721265,-36.6768195285519,-37.0953002135805
"119",-39.8789349344893,-39.2015776702471,-38.0300870438627,-36.5811906657382,-35.4078494144565,-34.9256108452406,-34.1157386383887,-33.0699714669247,-31.8658029695465,-30.6099121325506,-29.7888994904475,-29.3447077430051,-28.774351315599,-28.4702757131452,-28.4664374750731,-28.3579465175049,-28.3900520490292,-28.2232872094261,-28.3095934758815,-28.1041921682412,-28.0631494951214,-28.5935918875927,-27.9503469002945,-27.34535507244,-26.4115412046537,-25.706018763568,-25.8679452082209,-26.6713765722591,-26.5392545091049,-26.2788339828432,-27.1970253900463,-27.5909164408963,-27.9879275943889,-28.045752180885,-28.9112683115624,-29.6468626192313,-29.9792117892891,-30.5296589670214,-30.7709673135739,-31.1045645502571,-31.7288080274272,-32.2001501465738,-32.596290760744,-33.2599131860302,-33.778861590164,-34.2501738420852,-35.121743211449,-36.0443709254933,-37.3461074764257,-37.9472307136853
"120",-39.8365638484755,-39.2481455135402,-38.0978603244545,-36.5387802789164,-35.3693840322066,-34.8574631545782,-33.9452836187122,-32.8909271492645,-31.6972515282414,-30.4616156849094,-29.8073394502452,-29.6738155360093,-29.3962325846954,-29.3058724656631,-29.4213453856339,-29.2880501655795,-29.2639962624735,-29.0826557680624,-29.0993897115412,-28.8427219124667,-28.8418504440755,-29.0881081014192,-28.3080550626723,-27.6431762432801,-26.9778766555211,-26.5546122160727,-26.5963431061248,-27.1289524378784,-26.9777106692067,-27.0271687574056,-27.7996673031609,-28.2864128812835,-28.6860849545024,-28.8398866105386,-29.6412954013621,-30.304548739352,-30.5056544670104,-30.8814400992936,-31.0662927562049,-31.3873350168655,-31.991242697291,-32.4880919591207,-32.9913569937564,-33.6947451616891,-34.2481503461992,-34.7271680756901,-35.6457653595119,-36.7114017880848,-38.0851648580113,-38.6125143715408
"121",-39.729991182616,-39.2087244999876,-38.0617273699978,-36.350856654297,-35.2599139200495,-34.7345163065696,-33.9375936796941,-32.9882550744577,-31.7667150847747,-30.6058529204929,-30.1554728880225,-30.1886064908795,-30.1231628396906,-30.120002236672,-30.2660236527764,-30.1182275826201,-30.0236079126962,-29.9871601482656,-30.0842693633447,-29.7741289787222,-29.6729075188924,-29.6869395197553,-28.8574300954059,-28.1411795013591,-27.6508630787059,-27.3131500540019,-27.2572849276899,-27.7218845455267,-27.5461124100171,-27.7503589258887,-28.2979049880076,-28.7412982020002,-29.1617359167732,-29.3796419612059,-30.146525489848,-30.6569840847289,-30.8711778209043,-31.1880780124793,-31.3653022414528,-31.7395441001797,-32.4245698197579,-32.9235282318926,-33.2860639033539,-33.8630441409257,-34.4680096851001,-35.1029875319518,-36.1743798275909,-37.2691136726414,-38.5734505209036,-38.8745792664054
"122",-39.6961916897065,-39.178334692366,-38.0774517720645,-36.259915874412,-35.1837520920214,-34.6325664614092,-34.0229985260935,-33.2616001406653,-32.1675593251506,-31.1287014380175,-30.8056279766741,-30.7846294059509,-30.7258752740156,-30.6623756692953,-30.7565069744182,-30.6442388131075,-30.5804868283812,-30.6953701740541,-30.8799785687157,-30.4929108898871,-30.3009473000995,-30.1763510891724,-29.3442124009313,-28.5653182732351,-28.2013605392763,-27.8637978316417,-27.780675657234,-28.2852779230923,-27.8817948517843,-28.1672293609397,-28.5644941867431,-29.1059950374022,-29.4936439878943,-29.6732276210137,-30.3247388960621,-30.7763099858556,-31.1169621878149,-31.4676122019045,-31.8432349229276,-32.3434507417367,-33.0549408276569,-33.5122152705931,-33.7002538856374,-34.1849956633302,-34.820529602095,-35.4264283096004,-36.5692412036952,-37.5117120405419,-38.7599758569647,-39.08492336462
"123",-39.5337690994682,-39.1259315327251,-38.1649986152631,-36.4413036598817,-35.3950772792539,-34.7085346487652,-34.1085883704563,-33.4943362696229,-32.6231528791358,-31.7712222955659,-31.4432246336099,-31.2924652010936,-31.1606390394431,-31.0153780245009,-31.0353319508235,-30.9493123682328,-30.9191290907567,-31.1277374625542,-31.3277939352386,-30.8712335511158,-30.6368204394941,-30.4968846506967,-29.7362217484601,-28.9771304635387,-28.7024799610139,-28.3986453576467,-28.2804447144578,-28.6914439335966,-28.1003413754228,-28.4548033050479,-28.8556743230109,-29.5908317632829,-29.9702196012271,-30.0292327717951,-30.4112383229546,-30.8436744842285,-31.4285907528676,-31.8738250699564,-32.4142919858986,-33.0045891281672,-33.5734335731507,-34.0586083368643,-34.3019215652609,-34.7967112332911,-35.3522400800601,-35.7963408120582,-36.907251523259,-37.7668374559835,-38.9615768346383,-39.5147839664969
"124",-39.246287473928,-39.0054875484815,-38.2374356893923,-36.8491532866019,-35.9112890964188,-35.1165431458597,-34.4171330580564,-33.9044875547526,-33.3107141657895,-32.6102621826455,-32.159200368736,-31.9015656244091,-31.7185209299748,-31.4834393148396,-31.4135807007316,-31.3026276118316,-31.1061386600202,-31.2449602051094,-31.3928758340644,-30.9938851381234,-30.7354635501026,-30.723680283954,-30.0802094528427,-29.3903164315177,-29.1671810648312,-28.7676677785061,-28.6833929650624,-28.938351245141,-28.2362693853149,-28.7207527563742,-29.2411485006155,-30.0255853189264,-30.3070507310957,-30.2725701752461,-30.3942523091358,-30.9316815796274,-31.7056408566875,-32.2097077706181,-32.787730092398,-33.3729591955923,-33.7904148826556,-34.3032363632901,-34.6556563139682,-35.2577313854568,-35.7606535160865,-36.1316123618323,-37.2997484175172,-38.1307096317108,-39.1251445015377,-39.8345236411062
"125",-39.0759825333535,-38.8756163275847,-38.221386378062,-37.2524236929268,-36.5764791599192,-35.8079199370096,-35.0808632526511,-34.6065790536115,-34.1868070538329,-33.6769827739565,-33.1442769180637,-32.8038153220556,-32.5392989098814,-32.1571850402018,-31.9553550878012,-31.7594758528382,-31.3466401953023,-31.3431541487954,-31.3049048444091,-30.976698057364,-30.8214989111479,-31.0071781555546,-30.5185926593063,-29.9047004739131,-29.6693093436308,-29.1593273554389,-29.0810876729615,-29.1583903563224,-28.4100068542697,-28.9688232274469,-29.6128826346018,-30.2529923482447,-30.3668132771545,-30.2882635986938,-30.2702818737517,-30.9551967108701,-31.817137901869,-32.3260806959595,-32.8716675296355,-33.3615726311142,-33.6601662075132,-34.2276441203634,-34.6266954658833,-35.3188938043994,-35.7507200242107,-36.2604910829787,-37.6164543571414,-38.4629212196214,-39.1638733282978,-39.7713981671669
"126",-39.0882968143378,-38.7661918728986,-38.124454534786,-37.5024549864418,-37.112086167024,-36.4864658194431,-35.8573465345562,-35.402421589285,-35.0012754399634,-34.6150684534564,-34.0344828440888,-33.637262419266,-33.2796602253329,-32.751852216797,-32.468260543275,-32.1995988471282,-31.7497417875931,-31.6618946397499,-31.3556041872735,-30.9703562699207,-30.8241887498503,-31.0805174445432,-30.8312273477532,-30.3318308917636,-30.0603618347598,-29.5666327590063,-29.3870226530348,-29.4020345677292,-28.8313940318741,-29.3980574393755,-30.0522049640173,-30.408988138568,-30.3659985119039,-30.2281419884516,-30.1796590393524,-30.9337957270006,-31.6468723212362,-32.1887599102135,-32.7569172814201,-33.1578085108768,-33.3798635860338,-34.006907054831,-34.4517965935238,-35.1473248290918,-35.6335099031512,-36.4221932834616,-37.8300794486315,-38.6013283004676,-39.0326735496447,-39.5631886764484
"127",-39.1595681207216,-38.5452845379989,-37.8952682695077,-37.51937405484,-37.307082783909,-36.8221711740601,-36.3166081583786,-35.9146964723782,-35.4321988529698,-35.0184928924926,-34.4240523485087,-34.0845724379779,-33.6853626214773,-33.0774494340123,-32.7965364602391,-32.4789333113366,-31.9780960385953,-31.8089502734191,-31.3846577463254,-30.929911306896,-30.7570372141537,-31.0100806770529,-30.9479612942218,-30.4320330752477,-30.1598821003935,-29.8858181140259,-29.5678382357769,-29.6487023754619,-29.4292170173749,-30.0061111569032,-30.4528528488493,-30.4353581571368,-30.2306315746009,-30.1444574100823,-30.1153418116821,-30.7922833213377,-31.2931572424899,-31.9767681558249,-32.6336382908263,-33.0214336269137,-33.2713518397548,-33.8622862753683,-34.3770535228982,-35.0705282079088,-35.6146846845196,-36.641578913613,-37.8150733249368,-38.5494245297449,-38.8338601357866,-39.3393463618714
"128",-39.2993226701461,-38.4858851996676,-37.8232924109189,-37.5064221588384,-37.4061434053758,-36.9896559311623,-36.5635572703446,-36.2031344604322,-35.5555962278935,-35.0119784404184,-34.4492870411912,-34.2102176110574,-33.8603856273267,-33.2396733899262,-32.913433108214,-32.5254445787051,-31.9634000904235,-31.7852867337258,-31.3495518459224,-30.9178805579104,-30.8861367333721,-31.2320463871903,-31.1722562518483,-30.4629940466177,-30.2302499718051,-30.2016594230359,-29.7999275379309,-29.911525898208,-29.8741800203967,-30.4088899703457,-30.5902322248807,-30.4149808361545,-30.1483081261014,-30.2137856545688,-30.2623905009895,-30.8802267880762,-31.1618524693954,-31.9006785358146,-32.5746548309505,-32.8992762339322,-33.1772266707106,-33.8167242125056,-34.4300049795267,-35.0964237575742,-35.5892862873253,-36.6988860259978,-37.6317680890517,-38.4069472091001,-38.6666532618502,-39.2285803934208
"129",-39.6525292933179,-38.8204492740728,-38.1216664193594,-37.698892675901,-37.582718852214,-37.1195862172627,-36.7069364637733,-36.3141429926489,-35.565547796894,-34.9507619664522,-34.4720133705321,-34.2516723411773,-33.9562963794648,-33.4016078254352,-32.9656426460007,-32.5711795693969,-32.0382124074879,-31.7984875812253,-31.4131427353597,-31.0936319392899,-31.252756614947,-31.7069842368458,-31.4984227709526,-30.692947896851,-30.5239268567214,-30.5403011434094,-30.1285140514779,-30.2636621355798,-30.1712460321726,-30.5645707533329,-30.5187642062264,-30.3026278623252,-30.1411702641003,-30.3895301726722,-30.4933961197688,-31.151157355317,-31.4276714185555,-32.1716362557427,-32.7525439618463,-33.0306261850245,-33.4403422191276,-34.1256469914266,-34.7276053774974,-35.3210940338492,-35.7536721433525,-36.8415871489832,-37.6505270916192,-38.3732044477443,-38.7023950297012,-39.3436027282031
"130",-39.652529293318,-38.8204492740728,-38.1216664193594,-37.698892675901,-37.582718852214,-37.1195862172627,-36.7069364637733,-36.3141429926489,-35.565547796894,-34.9507619664522,-34.4720133705321,-34.2516723411773,-33.9562963794648,-33.4016078254352,-32.9656426460007,-32.5711795693969,-32.0382124074879,-31.7984875812253,-31.4131427353597,-31.0936319392899,-31.252756614947,-31.7069842368458,-31.4984227709526,-30.692947896851,-30.5239268567214,-30.5403011434094,-30.1285140514779,-30.2636621355798,-30.1712460321726,-30.5645707533329,-30.5187642062264,-30.3026278623252,-30.1411702641003,-30.3895301726722,-30.4933961197688,-31.151157355317,-31.4276714185555,-32.1716362557427,-32.7525439618463,-33.0306261850245,-33.4403422191276,-34.1256469914266,-34.7276053774974,-35.3210940338492,-35.7536721433525,-36.8415871489832,-37.6505270916192,-38.3732044477443,-38.7023950297012,-39.3436027282031
"131",-39.9707486708244,-39.3218793530095,-38.5245070384835,-37.984482029113,-37.7269492189075,-37.1468797986832,-36.7203424132711,-36.327497678888,-35.6114348364534,-35.0498343345099,-34.6288131409704,-34.3014811066561,-33.9868991326541,-33.5115318132274,-33.0199437626917,-32.6519526271705,-32.2091305542664,-31.9124226453823,-31.6687118434625,-31.5066213592687,-31.7195981140261,-32.1466703238586,-31.8359103850132,-30.9568084083241,-30.9206428481641,-30.8721115527875,-30.5265645561655,-30.8105759383134,-30.4805193047673,-30.7541304677357,-30.5461334097196,-30.1806364457095,-30.1536034641456,-30.6035600905151,-30.7467114717443,-31.4493694742576,-31.8607088971294,-32.6185942234086,-33.1813164471845,-33.4396229036816,-33.9006939544322,-34.5956470157224,-35.1312298330781,-35.6144126871629,-35.9931312592916,-37.0577237317758,-37.8093393950346,-38.4538211841587,-38.9324738661772,-39.5804676435592
"132",-40.2113234794512,-39.8140102744896,-38.9477310620835,-38.2793434914387,-37.8413316572784,-37.1584448901264,-36.7049298082063,-36.3515852849833,-35.7680654205694,-35.2861167764658,-34.8490052651467,-34.3115221158253,-33.958393210539,-33.5381232543107,-33.0825312867891,-32.7501729995446,-32.4190982786689,-32.1060592340891,-31.9886519035863,-31.9998048543201,-32.1623946395563,-32.5241413641317,-32.0473654557455,-31.0997499725049,-31.2189722646539,-31.1764877946182,-31.0639098304371,-31.4289967460219,-30.7643919807925,-31.010423941178,-30.6954985395371,-30.0946991614576,-30.1892562225265,-30.8413955468804,-31.0788660523555,-31.8305926174308,-32.3530232961986,-33.1161942208833,-33.6683601760744,-34.0115474748535,-34.4335451922029,-35.0207136628524,-35.385555008587,-35.6631670982079,-36.0304493961121,-37.158828787618,-37.9238579463707,-38.5806211153171,-39.2399698381788,-39.8743481696593
"133",-40.2841740977169,-40.0881009514166,-39.2381368569825,-38.5631260011565,-38.022719119408,-37.2193635447003,-36.7109969377737,-36.4432059697304,-36.0402787892321,-35.6504559296332,-35.1779843821866,-34.4350174946098,-34.0581452397635,-33.7397613485806,-33.4684948747885,-33.133364603733,-32.7973477635206,-32.5491875514447,-32.463191050859,-32.5599801958458,-32.5736804223594,-32.7188189767037,-32.0895708379267,-31.2584975326243,-31.407280289147,-31.4530259196062,-31.4374351495483,-31.8045533711387,-30.8754754657014,-31.1704916842001,-30.8219853342939,-30.1810451606191,-30.4411976248777,-31.097674710308,-31.5063417045794,-32.3531533970135,-32.9781100561025,-33.6341498550144,-34.1384712870907,-34.5920381714281,-34.8506916017345,-35.1517541851974,-35.4351671024086,-35.5782765157071,-35.9796166449776,-37.1934605991152,-37.9708667573331,-38.7734466976432,-39.5975848104106,-40.3308474703174
"134",-40.0479067024617,-39.9504808079536,-39.1646440984971,-38.6797702901416,-38.2398175116476,-37.3783662555476,-36.8474020854716,-36.6226692548146,-36.2891723177542,-35.9695516309526,-35.446746271524,-34.7064172866374,-34.3162996842682,-34.0605752585505,-33.9583109067766,-33.6726358019278,-33.422232940437,-33.2808952958872,-33.0376694635327,-33.027173063676,-32.9211565311579,-32.7759130138216,-32.0796061916,-31.4109117573423,-31.4988124442578,-31.4829610214487,-31.3609951230664,-31.7203643245742,-30.8498224600204,-31.1248198852642,-30.7313153802723,-30.2945457665225,-30.637560918849,-31.2580293420724,-31.9375697967211,-32.9648583359155,-33.6253929266569,-34.1086262779991,-34.478271203557,-34.8847459182698,-35.0213214420754,-35.1777140715992,-35.4577808407019,-35.6403503884954,-36.0603661806888,-37.2292222603116,-38.0302289991477,-39.0278785290019,-39.97873094742,-40.9194401010187
"135",-39.8839197138659,-39.6842780923008,-38.9794428796852,-38.6858063480304,-38.4184021140314,-37.6679541593899,-37.2089833741123,-36.9948847397224,-36.5780044920359,-36.1664992073664,-35.5207192374783,-34.8296636813749,-34.4321628991049,-34.1952066580424,-34.1854320112711,-34.0363701194353,-33.9448628882216,-33.9117351824004,-33.5577981110317,-33.3266440319139,-33.0737429384887,-32.565898211218,-31.8540552039819,-31.4385626824126,-31.4276776071767,-31.2183572576661,-31.0102266532307,-31.4556316981475,-30.8769240940177,-31.1178942858314,-30.6100762660948,-30.4671156384633,-30.7665702367652,-31.3583282537015,-32.3430771500732,-33.4966020533798,-34.1137136013396,-34.4148621924242,-34.6359714459587,-34.8535340809048,-34.91155418333,-35.1569362269228,-35.5233877845457,-35.7738768123176,-36.1918799187908,-37.2772766902391,-38.1556108620308,-39.3146392616875,-40.3075588766487,-41.2588202978426
"136",-40.1444237847916,-39.7230035318871,-39.0730774787991,-38.8051036391156,-38.5715084583663,-38.0662487229203,-37.6636944677344,-37.3291201099075,-36.6930691254631,-36.0749901342603,-35.3563514087982,-34.6572631054234,-34.2720010226502,-34.1011959933047,-34.2308961172004,-34.2582311295736,-34.2648933601661,-34.2787321131471,-33.8491874753837,-33.3454051990798,-33.0239839140283,-32.3570819764086,-31.6106012716153,-31.4376989834228,-31.2920862789657,-30.969356015499,-30.8303623522541,-31.295742709074,-30.9061811452277,-31.1457729967927,-30.5663802579415,-30.7054274258555,-30.9431593787532,-31.4362561619011,-32.5163755558015,-33.8199608651093,-34.4396629040268,-34.6093129085866,-34.60970895459,-34.6610467163075,-34.7122993093454,-35.0668394558096,-35.4362262222308,-35.7139920031969,-36.1693215065099,-37.2107803273631,-38.1942867580306,-39.4181938116683,-40.4584468938371,-41.317300382366
"137",-40.8165930133485,-40.2404053895806,-39.5084855569638,-39.0480436666484,-38.6379679009838,-38.2712343945161,-37.8740045356841,-37.3717887570016,-36.5060707035088,-35.7277606453552,-34.9705196950001,-34.2909102547307,-34.0368601967284,-33.9462003861876,-34.2224368068414,-34.3923800956124,-34.4523705142999,-34.4313315303884,-34.0044267459971,-33.261979477218,-32.8562452242959,-32.1623938195422,-31.4255112248514,-31.4262831626396,-31.0338664800057,-30.7525254935561,-30.7763681518543,-31.1002027294481,-30.7863454198543,-31.0227744428854,-30.4954988771934,-30.8221155801202,-31.079136829583,-31.4828855751701,-32.5023564354649,-33.8160559458253,-34.3328402176291,-34.3787470183275,-34.2411259783737,-34.2818439781988,-34.4247967654269,-34.7978164858354,-35.2024623770717,-35.5832269580419,-36.0936458333882,-37.1450487373475,-38.1478707910931,-39.2729124437491,-40.3283236992238,-41.1736042900619
"138",-41.4262627061323,-40.7691005992185,-39.8360252457259,-39.1993372469296,-38.6948789958428,-38.276402502823,-37.8244697226738,-37.1925253261366,-36.231848053219,-35.4355823125968,-34.7504984088174,-34.1207812919862,-33.9623421365401,-33.8893960371911,-34.1624902318072,-34.3152649899482,-34.4325422465067,-34.4154631585504,-34.0541901883953,-33.1717513396633,-32.582542087642,-31.8667189727533,-31.1131632229904,-31.3086798563963,-30.9247472649776,-30.7037427499516,-30.856556799252,-30.9167082510296,-30.5425909178863,-30.7383953112856,-30.4452311395072,-30.8316024627373,-31.0957120496987,-31.507147199223,-32.2843260366216,-33.3543971687045,-33.670563111064,-33.6888403424453,-33.6484989702212,-33.8518890549419,-34.1394934604877,-34.5592934470335,-35.0363998213947,-35.5381811047108,-36.1433294549691,-37.2798668656704,-38.2679528917599,-39.1982840233915,-40.1498277626888,-40.8808673787869
"139",-41.5261459319919,-40.9312809267263,-39.9845974275355,-39.3016198090513,-38.9066092378173,-38.4602531124377,-37.9093963384542,-37.1708932815946,-36.2256964428278,-35.5330067251296,-34.9663953415857,-34.3609600688328,-34.2041986627894,-34.1021574566228,-34.2171760257425,-34.2445461663217,-34.3713966178516,-34.2876636569634,-33.9529087883222,-33.0621392840617,-32.41150564346,-31.6354113176829,-30.8724645063108,-31.129175165794,-30.8831708277038,-30.7192395922876,-30.9074828431924,-30.7964824383196,-30.3128719202445,-30.4578736286149,-30.4476116157456,-30.9326690027149,-31.1147286665662,-31.4400071626204,-31.9381622708279,-32.6531855851005,-32.7377934012425,-32.8813273076474,-33.1556956039528,-33.4822016252004,-33.8800940027373,-34.3218429678415,-34.9309236396396,-35.5818066394292,-36.333555544011,-37.5217621069083,-38.4870947922887,-39.2346456800228,-40.064615523027,-40.682042343513
"140",-41.2157631165011,-40.7702201293477,-40.0658091157183,-39.5743509001366,-39.3353568190695,-38.8366267306801,-38.1394997372484,-37.3943565010291,-36.5860624445812,-35.9990480947718,-35.4990833902202,-34.8156359471842,-34.5665521543011,-34.3964510780314,-34.3184960351148,-34.1978983969981,-34.3176390294344,-34.1120053076011,-33.7620188726453,-32.9538013824333,-32.3708977922101,-31.4930423070107,-30.6631977647316,-30.9462312604539,-30.8344116834921,-30.7764708878892,-31.0472516480887,-30.8702143771761,-30.4216106378771,-30.4438048316712,-30.5371658434037,-30.9866997038751,-31.0359711396865,-31.2490520779083,-31.4683127140014,-31.8649824898326,-31.9212388508116,-32.2674193475646,-32.9093692665083,-33.2664468871234,-33.7524092924983,-34.2355880280583,-34.8983060119081,-35.7208291093796,-36.5559083508334,-37.7557371377866,-38.6615973167662,-39.293141237058,-40.0316390257563,-40.5824577783247
"141",-40.9221432652059,-40.5909573360847,-40.2268052949285,-39.971022423803,-39.7322064003075,-39.149812525313,-38.3326622152143,-37.6434365837585,-37.0035043108395,-36.5798871397368,-36.0857607026822,-35.3074475752543,-34.9399672956098,-34.7208598684098,-34.5408391947176,-34.2820691321598,-34.3051738523141,-34.043670371629,-33.7084483294561,-33.0609801555731,-32.5599779238059,-31.6812264530592,-30.7894130362143,-31.1585508291683,-31.0192397665479,-31.116961902543,-31.5445011734527,-31.3998311226474,-31.0769192188286,-30.872754219891,-30.9339305774976,-31.2074852730784,-31.1173158387524,-31.2693816823472,-31.3582516915138,-31.4873587441675,-31.611481868276,-32.1067220887473,-32.9858225884796,-33.3053118264631,-33.825438715232,-34.3594322603841,-35.0310368917772,-35.897391461569,-36.7677071989622,-37.9248721024484,-38.8046538524358,-39.3171856833698,-39.9047018943515,-40.4158702384204
"142",-40.9629748183152,-40.6808405187792,-40.4716451470836,-40.3716513853928,-40.0404570483793,-39.3314529956065,-38.4490141482875,-37.9242878219061,-37.3522474301696,-37.0075817783414,-36.4835917808667,-35.6979045923486,-35.2770359691223,-35.0644682448397,-34.9506616668039,-34.647075424153,-34.5131621933669,-34.2321135681216,-33.8976890422942,-33.4073317319444,-33.0097288001441,-32.3086083705044,-31.5471564628388,-31.9742624473229,-31.7973566657959,-32.0681156402952,-32.5484842557619,-32.4756389324377,-32.0996734091132,-31.6485315578807,-31.6712841113289,-31.747701143169,-31.4801241339289,-31.4930208618242,-31.5349980603964,-31.5965552086656,-31.7470627416295,-32.2602691478257,-33.1881597090069,-33.5879852738066,-34.1262285546557,-34.6939580752986,-35.2883602436557,-35.9679567837052,-36.7277581071752,-37.7872199027928,-38.7990544721264,-39.247515456012,-39.6356583315586,-40.0633480715086
"143",-41.3978179537363,-41.0854067552819,-40.7425214351323,-40.6433608477561,-40.167078366229,-39.3449957811083,-38.5089003423778,-38.1496601156708,-37.5199370130666,-37.0031873892943,-36.4202812734037,-35.823242667321,-35.5048428584931,-35.2903403007085,-35.2701434244983,-34.9541920446941,-34.6726525364241,-34.3722353287577,-34.0198613562074,-33.6552345482931,-33.3446702415597,-32.9022671397937,-32.5230198322952,-32.9480374822433,-32.6561175325397,-33.0533702072408,-33.4855323976018,-33.3574661805292,-32.7973098192621,-32.1969860282045,-32.3480795984094,-32.4239309746735,-31.9333896264896,-31.7415172129246,-31.824318188096,-31.998121530252,-32.2617798631683,-32.7114859435918,-33.5322496425103,-33.9995656028911,-34.500934953092,-35.1011922022066,-35.6419706176347,-36.0635413770664,-36.569368785208,-37.430322272212,-38.6324474324202,-39.1514119510335,-39.530544688826,-39.8012078259968
"144",-41.7764671269383,-41.3466850100829,-40.7578911198575,-40.6071576430996,-40.0902566543347,-39.2734183241791,-38.6012937449935,-38.2882032225132,-37.52277884012,-36.8254863009276,-36.1966761494082,-35.865153322991,-35.7807823316593,-35.5738403813288,-35.5557073713908,-35.1892391023465,-34.7831099383603,-34.4994983737073,-34.1264278631975,-33.7783652172496,-33.5881614741686,-33.2932974434646,-33.2143722176916,-33.720720796821,-33.4786433527011,-33.8147809214848,-33.9762176769463,-33.6023169325999,-32.8721843289876,-32.2545578207162,-32.4999521350194,-32.8689149837733,-32.2009572105388,-31.9014755721638,-32.0730933768178,-32.4705829951453,-32.8447809792199,-33.2421289508815,-33.7947441751594,-34.2349376422484,-34.6912262286383,-35.3378371389655,-35.9760929036951,-36.2676730222915,-36.5820098136561,-37.2215430791969,-38.5189778767411,-39.1210531593893,-39.5802835427113,-39.8765044549718
"145",-41.7564697615286,-41.3252143311658,-40.5994302875452,-40.4027796659351,-39.9474695750157,-39.2098747159306,-38.6714072658619,-38.3958383496548,-37.6721897236189,-36.9261862389223,-36.2295384558301,-36.0259537265785,-36.1240717040903,-35.9037301440215,-35.7786722141025,-35.3536027450988,-34.9347520284793,-34.7735925332834,-34.4579365751352,-34.0361070378277,-33.8606464474567,-33.6058439932262,-33.6689912021686,-34.2116324548737,-34.1682526644959,-34.2775199228061,-34.0307941681129,-33.5700858124554,-32.8084351540054,-32.2360322955436,-32.4441100130182,-32.9900803512787,-32.2042483529269,-31.9557075455211,-32.2634761815353,-32.7704370833624,-33.1838056679785,-33.5573873621974,-33.8898896996198,-34.2918799795244,-34.6800036981293,-35.3706070370894,-36.1679726693752,-36.5117903624445,-36.8672993306659,-37.4104932748475,-38.6413293163509,-39.2114545856996,-39.6148686663033,-40.0365844699139
